Nazwa zmiennej	Etykieta zmiennej	Etykieta zmiennej.1	Katalog	Katalog.1	Grupa zmiennych	Grupa zmiennych w innym języku	Ukryta	Waga (0/1)	Długość roku	Atrybuty (n)	atrybut pisma	atrybut wskaźnika	atrybut wskaźnika slcwwr	atrybut wskaźnika slcwwc	atrybut wartości wskaźnika	Grupa zakresu danych	Archiwum
ELLEDE7	CPW1:Elle Decoration	CPW1:Elle Decoration			0	0	1	0	0	0	6016	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
ESQUIR7	CPW1:Esquire	CPW1:Esquire			0	0	1	0	0	0	6021	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
EXBYD7	CPW1:Express Bydgoski	CPW1:Express Bydgoski			0	0	1	0	0	0	2140	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
EXBYD71	CDTP1:Express Bydgoski - Poniedziałek	CDTP1:Express Bydgoski - Poniedziałek			0	0	1	0	0	0	2140	airatrybut	0	0	airatrybut1	dane pism	nigdy_archiwum
EXBYD72	CDTP1:Express Bydgoski - Wtorek	CDTP1:Express Bydgoski - Wtorek			0	0	1	0	0	0	2140	airatrybut	0	0	airatrybut2	dane pism	nigdy_archiwum
EXBYD73	CDTP1:Express Bydgoski - Środa	CDTP1:Express Bydgoski - Środa			0	0	1	0	0	0	2140	airatrybut	0	0	airatrybut3	dane pism	nigdy_archiwum
EXBYD74	CDTP1:Express Bydgoski - Czwartek	CDTP1:Express Bydgoski - Czwartek			0	0	1	0	0	0	2140	airatrybut	0	0	airatrybut4	dane pism	nigdy_archiwum
EXBYD75	CDTP1:Express Bydgoski - Piątek	CDTP1:Express Bydgoski - Piątek			0	0	1	0	0	0	2140	airatrybut	0	0	airatrybut5	dane pism	nigdy_archiwum
EXBYD76	CDTP1:Express Bydgoski - Sobota	CDTP1:Express Bydgoski - Sobota			0	0	1	0	0	0	2140	airatrybut	0	0	airatrybut6	dane pism	nigdy_archiwum
EXIL7	CPW1:Express Ilustrowany	CPW1:Express Ilustrowany			0	0	1	0	0	0	2150	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
EXIL71	CDTP1:Express Ilustrowany - Poniedziałek	CDTP1:Express Ilustrowany - Poniedziałek			0	0	1	0	0	0	2150	airatrybut	0	0	airatrybut1	dane pism	nigdy_archiwum
EXIL72	CDTP1:Express Ilustrowany - Wtorek	CDTP1:Express Ilustrowany - Wtorek			0	0	1	0	0	0	2150	airatrybut	0	0	airatrybut2	dane pism	nigdy_archiwum
EXIL73	CDTP1:Express Ilustrowany - Środa	CDTP1:Express Ilustrowany - Środa			0	0	1	0	0	0	2150	airatrybut	0	0	airatrybut3	dane pism	nigdy_archiwum
EXIL74	CDTP1:Express Ilustrowany - Czwartek	CDTP1:Express Ilustrowany - Czwartek			0	0	1	0	0	0	2150	airatrybut	0	0	airatrybut4	dane pism	nigdy_archiwum
EXIL75	CDTP1:Express Ilustrowany - Piątek	CDTP1:Express Ilustrowany - Piątek			0	0	1	0	0	0	2150	airatrybut	0	0	airatrybut5	dane pism	nigdy_archiwum
EXIL76	CDTP1:Express Ilustrowany - Sobota	CDTP1:Express Ilustrowany - Sobota			0	0	1	0	0	0	2150	airatrybut	0	0	airatrybut6	dane pism	nigdy_archiwum
FAKT7	CPW1:Fakt Gazeta Codzienna	CPW1:Fakt Gazeta Codzienna			0	0	1	0	0	0	1194	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
FAKT71	CDTP1:Fakt Gazeta Codzienna - Poniedziałek	CDTP1:Fakt Gazeta Codzienna - Poniedziałek			0	0	1	0	0	0	1194	airatrybut	0	0	airatrybut1	dane pism	nigdy_archiwum
FAKT72	CDTP1:Fakt Gazeta Codzienna - Wtorek	CDTP1:Fakt Gazeta Codzienna - Wtorek			0	0	1	0	0	0	1194	airatrybut	0	0	airatrybut2	dane pism	nigdy_archiwum
FAKT73	CDTP1:Fakt Gazeta Codzienna - Środa	CDTP1:Fakt Gazeta Codzienna - Środa			0	0	1	0	0	0	1194	airatrybut	0	0	airatrybut3	dane pism	nigdy_archiwum
FAKT74	CDTP1:Fakt Gazeta Codzienna - Czwartek	CDTP1:Fakt Gazeta Codzienna - Czwartek			0	0	1	0	0	0	1194	airatrybut	0	0	airatrybut4	dane pism	nigdy_archiwum
FAKT75	CDTP1:Fakt Gazeta Codzienna - Piątek	CDTP1:Fakt Gazeta Codzienna - Piątek			0	0	1	0	0	0	1194	airatrybut	0	0	airatrybut5	dane pism	nigdy_archiwum
FAKT76	CDTP1:Fakt Gazeta Codzienna - Sobota	CDTP1:Fakt Gazeta Codzienna - Sobota			0	0	1	0	0	0	1194	airatrybut	0	0	airatrybut6	dane pism	nigdy_archiwum
FLESZ7	CPW1:Flesz Gwiazdy & Styl	CPW1:Flesz Gwiazdy & Styl			0	0	1	0	0	0	4021	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
FOCUS7	CPW1:Focus Poznać i Zrozumieć Świat	CPW1:Focus Poznać i Zrozumieć Świat			0	0	1	0	0	0	5720	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
FOCUSH7	CPW1:Focus Historia	CPW1:Focus Historia			0	0	1	0	0	0	5721	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
FOCUSH27	CPW1:Focus Historia	CPW1:Focus Historia			0	0	1	0	0	0	6721	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
FORUM_7	CPW1:Forum	CPW1:Forum			0	0	1	0	0	0	3903	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
FORUMD7	CPW1:Forum	CPW1:Forum			0	0	1	0	0	0	4903	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
FUNCLU7	CPW1:Fun Club	CPW1:Fun Club			0	0	1	0	0	0	5759	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
GALAD_7	CPW1:Gala	CPW1:Gala			0	0	1	0	0	0	4041	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
GAZGIE7	CPW1:Parkiet Gazeta Giełdy	CPW1:Parkiet Gazeta Giełdy			0	0	1	0	0	0	1050	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
GAZGIE71	CDTP1:Parkiet Gazeta Giełdy - Poniedziałek	CDTP1:Parkiet Gazeta Giełdy - Poniedziałek			0	0	1	0	0	0	1050	airatrybut	0	0	airatrybut1	dane pism	nigdy_archiwum
GAZGIE72	CDTP1:Parkiet Gazeta Giełdy - Wtorek	CDTP1:Parkiet Gazeta Giełdy - Wtorek			0	0	1	0	0	0	1050	airatrybut	0	0	airatrybut2	dane pism	nigdy_archiwum
GAZGIE73	CDTP1:Parkiet Gazeta Giełdy - Środa	CDTP1:Parkiet Gazeta Giełdy - Środa			0	0	1	0	0	0	1050	airatrybut	0	0	airatrybut3	dane pism	nigdy_archiwum
GAZGIE74	CDTP1:Parkiet Gazeta Giełdy - Czwartek	CDTP1:Parkiet Gazeta Giełdy - Czwartek			0	0	1	0	0	0	1050	airatrybut	0	0	airatrybut4	dane pism	nigdy_archiwum
GAZGIE75	CDTP1:Parkiet Gazeta Giełdy - Piątek	CDTP1:Parkiet Gazeta Giełdy - Piątek			0	0	1	0	0	0	1050	airatrybut	0	0	airatrybut5	dane pism	nigdy_archiwum
GAZGIE76	CDTP1:Parkiet Gazeta Giełdy - Sobota	CDTP1:Parkiet Gazeta Giełdy - Sobota			0	0	1	0	0	0	1050	airatrybut	0	0	airatrybut6	dane pism	nigdy_archiwum
GAZWYB7	CPW1:Gazeta Wyborcza	CPW1:Gazeta Wyborcza			0	0	1	0	0	0	1020	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
GAZWYB71	CDTP1:Gazeta Wyborcza - Poniedziałek	CDTP1:Gazeta Wyborcza - Poniedziałek			0	0	1	0	0	0	1020	airatrybut	0	0	airatrybut1	dane pism	nigdy_archiwum
GAZWYB72	CDTP1:Gazeta Wyborcza - Wtorek	CDTP1:Gazeta Wyborcza - Wtorek			0	0	1	0	0	0	1020	airatrybut	0	0	airatrybut2	dane pism	nigdy_archiwum
GAZWYB73	CDTP1:Gazeta Wyborcza - Środa	CDTP1:Gazeta Wyborcza - Środa			0	0	1	0	0	0	1020	airatrybut	0	0	airatrybut3	dane pism	nigdy_archiwum
GAZWYB74	CDTP1:Gazeta Wyborcza - Czwartek	CDTP1:Gazeta Wyborcza - Czwartek			0	0	1	0	0	0	1020	airatrybut	0	0	airatrybut4	dane pism	nigdy_archiwum
GAZWYB75	CDTP1:Gazeta Wyborcza - Piątek	CDTP1:Gazeta Wyborcza - Piątek			0	0	1	0	0	0	1020	airatrybut	0	0	airatrybut5	dane pism	nigdy_archiwum
GAZWYB76	CDTP1:Gazeta Wyborcza - Sobota	CDTP1:Gazeta Wyborcza - Sobota			0	0	1	0	0	0	1020	airatrybut	0	0	airatrybut6	dane pism	nigdy_archiwum
GKRAK7	CPW1:Gazeta Krakowska	CPW1:Gazeta Krakowska			0	0	1	0	0	0	2180	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
GKRAK71	CDTP1:Gazeta Krakowska - Poniedziałek	CDTP1:Gazeta Krakowska - Poniedziałek			0	0	1	0	0	0	2180	airatrybut	0	0	airatrybut1	dane pism	nigdy_archiwum
GKRAK72	CDTP1:Gazeta Krakowska - Wtorek	CDTP1:Gazeta Krakowska - Wtorek			0	0	1	0	0	0	2180	airatrybut	0	0	airatrybut2	dane pism	nigdy_archiwum
GKRAK73	CDTP1:Gazeta Krakowska - Środa	CDTP1:Gazeta Krakowska - Środa			0	0	1	0	0	0	2180	airatrybut	0	0	airatrybut3	dane pism	nigdy_archiwum
GKRAK74	CDTP1:Gazeta Krakowska - Czwartek	CDTP1:Gazeta Krakowska - Czwartek			0	0	1	0	0	0	2180	airatrybut	0	0	airatrybut4	dane pism	nigdy_archiwum
GKRAK75	CDTP1:Gazeta Krakowska - Piątek	CDTP1:Gazeta Krakowska - Piątek			0	0	1	0	0	0	2180	airatrybut	0	0	airatrybut5	dane pism	nigdy_archiwum
GKRAK76	CDTP1:Gazeta Krakowska - Sobota	CDTP1:Gazeta Krakowska - Sobota			0	0	1	0	0	0	2180	airatrybut	0	0	airatrybut6	dane pism	nigdy_archiwum
GLAMOU7	CPW1:Glamour	CPW1:Glamour			0	0	1	0	0	0	5783	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
GLDZPM7	CPW1:Głos-Dziennik Pomorza	CPW1:Głos-Dziennik Pomorza			0	0	1	0	0	0	2281	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
GLDZPM71	CDTP1:Głos-Dziennik Pomorza - Poniedziałek	CDTP1:Głos-Dziennik Pomorza - Poniedziałek			0	0	1	0	0	0	2281	airatrybut	0	0	airatrybut1	dane pism	nigdy_archiwum
GLDZPM72	CDTP1:Głos-Dziennik Pomorza - Wtorek	CDTP1:Głos-Dziennik Pomorza - Wtorek			0	0	1	0	0	0	2281	airatrybut	0	0	airatrybut2	dane pism	nigdy_archiwum
GLDZPM73	CDTP1:Głos-Dziennik Pomorza - Środa	CDTP1:Głos-Dziennik Pomorza - Środa			0	0	1	0	0	0	2281	airatrybut	0	0	airatrybut3	dane pism	nigdy_archiwum
GLDZPM74	CDTP1:Głos-Dziennik Pomorza - Czwartek	CDTP1:Głos-Dziennik Pomorza - Czwartek			0	0	1	0	0	0	2281	airatrybut	0	0	airatrybut4	dane pism	nigdy_archiwum
GLDZPM75	CDTP1:Głos-Dziennik Pomorza - Piątek	CDTP1:Głos-Dziennik Pomorza - Piątek			0	0	1	0	0	0	2281	airatrybut	0	0	airatrybut5	dane pism	nigdy_archiwum
GLDZPM76	CDTP1:Głos-Dziennik Pomorza - Sobota	CDTP1:Głos-Dziennik Pomorza - Sobota			0	0	1	0	0	0	2281	airatrybut	0	0	airatrybut6	dane pism	nigdy_archiwum
GLUBU7	CPW1:Gazeta Lubuska	CPW1:Gazeta Lubuska			0	0	1	0	0	0	2190	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
GLUBU71	CDTP1:Gazeta Lubuska - Poniedziałek	CDTP1:Gazeta Lubuska - Poniedziałek			0	0	1	0	0	0	2190	airatrybut	0	0	airatrybut1	dane pism	nigdy_archiwum
GLUBU72	CDTP1:Gazeta Lubuska - Wtorek	CDTP1:Gazeta Lubuska - Wtorek			0	0	1	0	0	0	2190	airatrybut	0	0	airatrybut2	dane pism	nigdy_archiwum
GLUBU73	CDTP1:Gazeta Lubuska - Środa	CDTP1:Gazeta Lubuska - Środa			0	0	1	0	0	0	2190	airatrybut	0	0	airatrybut3	dane pism	nigdy_archiwum
GLUBU74	CDTP1:Gazeta Lubuska - Czwartek	CDTP1:Gazeta Lubuska - Czwartek			0	0	1	0	0	0	2190	airatrybut	0	0	airatrybut4	dane pism	nigdy_archiwum
GLUBU75	CDTP1:Gazeta Lubuska - Piątek	CDTP1:Gazeta Lubuska - Piątek			0	0	1	0	0	0	2190	airatrybut	0	0	airatrybut5	dane pism	nigdy_archiwum
GLUBU76	CDTP1:Gazeta Lubuska - Sobota	CDTP1:Gazeta Lubuska - Sobota			0	0	1	0	0	0	2190	airatrybut	0	0	airatrybut6	dane pism	nigdy_archiwum
GLWIEL7	CPW1:Głos Wielkopolski	CPW1:Głos Wielkopolski			0	0	1	0	0	0	2320	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
GLWIEL71	CDTP1:Głos Wielkopolski - Poniedziałek	CDTP1:Głos Wielkopolski - Poniedziałek			0	0	1	0	0	0	2320	airatrybut	0	0	airatrybut1	dane pism	nigdy_archiwum
GLWIEL72	CDTP1:Głos Wielkopolski - Wtorek	CDTP1:Głos Wielkopolski - Wtorek			0	0	1	0	0	0	2320	airatrybut	0	0	airatrybut2	dane pism	nigdy_archiwum
GLWIEL73	CDTP1:Głos Wielkopolski - Środa	CDTP1:Głos Wielkopolski - Środa			0	0	1	0	0	0	2320	airatrybut	0	0	airatrybut3	dane pism	nigdy_archiwum
GLWIEL74	CDTP1:Głos Wielkopolski - Czwartek	CDTP1:Głos Wielkopolski - Czwartek			0	0	1	0	0	0	2320	airatrybut	0	0	airatrybut4	dane pism	nigdy_archiwum
GLWIEL75	CDTP1:Głos Wielkopolski - Piątek	CDTP1:Głos Wielkopolski - Piątek			0	0	1	0	0	0	2320	airatrybut	0	0	airatrybut5	dane pism	nigdy_archiwum
GLWIEL76	CDTP1:Głos Wielkopolski - Sobota	CDTP1:Głos Wielkopolski - Sobota			0	0	1	0	0	0	2320	airatrybut	0	0	airatrybut6	dane pism	nigdy_archiwum
GOLSZ7	CPW1:Gazeta Olsztyńska / Dziennik Elbląski	CPW1:Gazeta Olsztyńska / Dziennik Elbląski			0	0	1	0	0	0	2200	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
GOLSZ71	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Poniedziałek	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Poniedziałek			0	0	1	0	0	0	2200	airatrybut	0	0	airatrybut1	dane pism	nigdy_archiwum
GOLSZ72	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Wtorek	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Wtorek			0	0	1	0	0	0	2200	airatrybut	0	0	airatrybut2	dane pism	nigdy_archiwum
GOLSZ73	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Środa	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Środa			0	0	1	0	0	0	2200	airatrybut	0	0	airatrybut3	dane pism	nigdy_archiwum
GOLSZ74	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Czwartek	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Czwartek			0	0	1	0	0	0	2200	airatrybut	0	0	airatrybut4	dane pism	nigdy_archiwum
GOLSZ75	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Piątek	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Piątek			0	0	1	0	0	0	2200	airatrybut	0	0	airatrybut5	dane pism	nigdy_archiwum
GOLSZ76	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Sobota	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Sobota			0	0	1	0	0	0	2200	airatrybut	0	0	airatrybut6	dane pism	nigdy_archiwum
GAZPOD7	CPW1:Gazeta Podatkowa	CPW1:Gazeta Podatkowa			0	0	1	0	0	0	1120	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
GOSCN7	CPW1:Gość Niedzielny	CPW1:Gość Niedzielny			0	0	1	0	0	0	3100	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
GOTKPK7	CPW1:Gotuj Krok po Kroku	CPW1:Gotuj Krok po Kroku			0	0	1	0	0	0	5974	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
GPOMOR7	CPW1:Gazeta Pomorska	CPW1:Gazeta Pomorska			0	0	1	0	0	0	2220	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
GPOMOR71	CDTP1:Gazeta Pomorska - Poniedziałek	CDTP1:Gazeta Pomorska - Poniedziałek			0	0	1	0	0	0	2220	airatrybut	0	0	airatrybut1	dane pism	nigdy_archiwum
GPOMOR72	CDTP1:Gazeta Pomorska - Wtorek	CDTP1:Gazeta Pomorska - Wtorek			0	0	1	0	0	0	2220	airatrybut	0	0	airatrybut2	dane pism	nigdy_archiwum
GPOMOR73	CDTP1:Gazeta Pomorska - Środa	CDTP1:Gazeta Pomorska - Środa			0	0	1	0	0	0	2220	airatrybut	0	0	airatrybut3	dane pism	nigdy_archiwum
GPOMOR74	CDTP1:Gazeta Pomorska - Czwartek	CDTP1:Gazeta Pomorska - Czwartek			0	0	1	0	0	0	2220	airatrybut	0	0	airatrybut4	dane pism	nigdy_archiwum
GPOMOR75	CDTP1:Gazeta Pomorska - Piątek	CDTP1:Gazeta Pomorska - Piątek			0	0	1	0	0	0	2220	airatrybut	0	0	airatrybut5	dane pism	nigdy_archiwum
GPOMOR76	CDTP1:Gazeta Pomorska - Sobota	CDTP1:Gazeta Pomorska - Sobota			0	0	1	0	0	0	2220	airatrybut	0	0	airatrybut6	dane pism	nigdy_archiwum
GPRAWN7	CPW1:Dziennik Gazeta Prawna	CPW1:Dziennik Gazeta Prawna			0	0	1	0	0	0	1192	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
GPRAWN71	CDTP1:Dziennik Gazeta Prawna - Poniedziałek	CDTP1:Dziennik Gazeta Prawna - Poniedziałek			0	0	1	0	0	0	1192	airatrybut	0	0	airatrybut1	dane pism	nigdy_archiwum
GPRAWN72	CDTP1:Dziennik Gazeta Prawna - Wtorek	CDTP1:Dziennik Gazeta Prawna - Wtorek			0	0	1	0	0	0	1192	airatrybut	0	0	airatrybut2	dane pism	nigdy_archiwum
GPRAWN73	CDTP1:Dziennik Gazeta Prawna - Środa	CDTP1:Dziennik Gazeta Prawna - Środa			0	0	1	0	0	0	1192	airatrybut	0	0	airatrybut3	dane pism	nigdy_archiwum
GPRAWN74	CDTP1:Dziennik Gazeta Prawna - Czwartek	CDTP1:Dziennik Gazeta Prawna - Czwartek			0	0	1	0	0	0	1192	airatrybut	0	0	airatrybut4	dane pism	nigdy_archiwum
GPRAWN75	CDTP1:Dziennik Gazeta Prawna - Piątek	CDTP1:Dziennik Gazeta Prawna - Piątek			0	0	1	0	0	0	1192	airatrybut	0	0	airatrybut5	dane pism	nigdy_archiwum
GRAZIA7	CPW1:Grazia	CPW1:Grazia			0	0	1	0	0	0	4219	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
GRAZIM7	CPW1:Grazia	CPW1:Grazia			0	0	1	0	0	0	5219	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
GWSP7	CPW1:Gazeta Współczesna	CPW1:Gazeta Współczesna			0	0	1	0	0	0	2250	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
GWSP71	CDTP1:Gazeta Współczesna - Poniedziałek	CDTP1:Gazeta Współczesna - Poniedziałek			0	0	1	0	0	0	2250	airatrybut	0	0	airatrybut1	dane pism	nigdy_archiwum
GWSP72	CDTP1:Gazeta Współczesna - Wtorek	CDTP1:Gazeta Współczesna - Wtorek			0	0	1	0	0	0	2250	airatrybut	0	0	airatrybut2	dane pism	nigdy_archiwum
GWSP73	CDTP1:Gazeta Współczesna - Środa	CDTP1:Gazeta Współczesna - Środa			0	0	1	0	0	0	2250	airatrybut	0	0	airatrybut3	dane pism	nigdy_archiwum
GWSP74	CDTP1:Gazeta Współczesna - Czwartek	CDTP1:Gazeta Współczesna - Czwartek			0	0	1	0	0	0	2250	airatrybut	0	0	airatrybut4	dane pism	nigdy_archiwum
GWSP75	CDTP1:Gazeta Współczesna - Piątek	CDTP1:Gazeta Współczesna - Piątek			0	0	1	0	0	0	2250	airatrybut	0	0	airatrybut5	dane pism	nigdy_archiwum
HARPBA7	CPW1:Harper's Bazaar	CPW1:Harper's Bazaar			0	0	1	0	0	0	5789	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
HOT27	CPW1:Hot Moda	CPW1:Hot Moda			0	0	1	0	0	0	5546	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
IMPER7	CPW1:Twoje Imperium	CPW1:Twoje Imperium			0	0	1	0	0	0	3520	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
INSTYL7	CPW1:InStyle	CPW1:InStyle			0	0	1	0	0	0	5482	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
JOY_7	CPW1:Joy	CPW1:Joy			0	0	1	0	0	0	5240	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
KOBIZY7	CPW1:Kobieta i Życie	CPW1:Kobieta i Życie			0	0	1	0	0	0	5213	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
KOMPUM7	CPW1:Komputer Świat	CPW1:Komputer Świat			0	0	1	0	0	0	5211	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
KROPTV7	CPW1:Kropka TV	CPW1:Kropka TV			0	0	1	0	0	0	3611	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
KSTN7	CPW1:Komputer Świat Twój Niezbędnik	CPW1:Komputer Świat Twój Niezbędnik			0	0	1	0	0	0	6780	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
KUCHNI7	CPW1:Kuchnia	CPW1:Kuchnia			0	0	1	0	0	0	5600	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
KURLUB7	CPW1:Kurier Lubelski	CPW1:Kurier Lubelski			0	0	1	0	0	0	2350	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
KURLUB71	CDTP1:Kurier Lubelski - Poniedziałek	CDTP1:Kurier Lubelski - Poniedziałek			0	0	1	0	0	0	2350	airatrybut	0	0	airatrybut1	dane pism	nigdy_archiwum
KURLUB72	CDTP1:Kurier Lubelski - Wtorek	CDTP1:Kurier Lubelski - Wtorek			0	0	1	0	0	0	2350	airatrybut	0	0	airatrybut2	dane pism	nigdy_archiwum
KURLUB73	CDTP1:Kurier Lubelski - Środa	CDTP1:Kurier Lubelski - Środa			0	0	1	0	0	0	2350	airatrybut	0	0	airatrybut3	dane pism	nigdy_archiwum
KURLUB74	CDTP1:Kurier Lubelski - Czwartek	CDTP1:Kurier Lubelski - Czwartek			0	0	1	0	0	0	2350	airatrybut	0	0	airatrybut4	dane pism	nigdy_archiwum
KURLUB75	CDTP1:Kurier Lubelski - Piątek	CDTP1:Kurier Lubelski - Piątek			0	0	1	0	0	0	2350	airatrybut	0	0	airatrybut5	dane pism	nigdy_archiwum
KURLUB76	CDTP1:Kurier Lubelski - Sobota	CDTP1:Kurier Lubelski - Sobota			0	0	1	0	0	0	2350	airatrybut	0	0	airatrybut6	dane pism	nigdy_archiwum
KURPOR7	CPW1:Kurier Poranny	CPW1:Kurier Poranny			0	0	1	0	0	0	2370	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
KURPOR71	CDTP1:Kurier Poranny - Poniedziałek	CDTP1:Kurier Poranny - Poniedziałek			0	0	1	0	0	0	2370	airatrybut	0	0	airatrybut1	dane pism	nigdy_archiwum
KURPOR72	CDTP1:Kurier Poranny - Wtorek	CDTP1:Kurier Poranny - Wtorek			0	0	1	0	0	0	2370	airatrybut	0	0	airatrybut2	dane pism	nigdy_archiwum
KURPOR73	CDTP1:Kurier Poranny - Środa	CDTP1:Kurier Poranny - Środa			0	0	1	0	0	0	2370	airatrybut	0	0	airatrybut3	dane pism	nigdy_archiwum
KURPOR74	CDTP1:Kurier Poranny - Czwartek	CDTP1:Kurier Poranny - Czwartek			0	0	1	0	0	0	2370	airatrybut	0	0	airatrybut4	dane pism	nigdy_archiwum
KURPOR75	CDTP1:Kurier Poranny - Piątek	CDTP1:Kurier Poranny - Piątek			0	0	1	0	0	0	2370	airatrybut	0	0	airatrybut5	dane pism	nigdy_archiwum
KURSZ7	CPW1:Kurier Szczeciński	CPW1:Kurier Szczeciński			0	0	1	0	0	0	2380	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
KURSZ71	CDTP1:Kurier Szczeciński - Poniedziałek	CDTP1:Kurier Szczeciński - Poniedziałek			0	0	1	0	0	0	2380	airatrybut	0	0	airatrybut1	dane pism	nigdy_archiwum
KURSZ72	CDTP1:Kurier Szczeciński - Wtorek	CDTP1:Kurier Szczeciński - Wtorek			0	0	1	0	0	0	2380	airatrybut	0	0	airatrybut2	dane pism	nigdy_archiwum
KURSZ73	CDTP1:Kurier Szczeciński - Środa	CDTP1:Kurier Szczeciński - Środa			0	0	1	0	0	0	2380	airatrybut	0	0	airatrybut3	dane pism	nigdy_archiwum
KURSZ74	CDTP1:Kurier Szczeciński - Czwartek	CDTP1:Kurier Szczeciński - Czwartek			0	0	1	0	0	0	2380	airatrybut	0	0	airatrybut4	dane pism	nigdy_archiwum
KURSZ75	CDTP1:Kurier Szczeciński - Piątek	CDTP1:Kurier Szczeciński - Piątek			0	0	1	0	0	0	2380	airatrybut	0	0	airatrybut5	dane pism	nigdy_archiwum
LADOM_7	CPW1:Ładny Dom	CPW1:Ładny Dom			0	0	1	0	0	0	5922	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
MAGKUR7	CPW1:Magazyn Telewizyjny Kurier TV	CPW1:Magazyn Telewizyjny Kurier TV			0	0	1	0	0	0	3301	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
MAMDZI7	CPW1:Magazyn dla Rodziców Mam Dziecko	CPW1:Magazyn dla Rodziców Mam Dziecko			0	0	1	0	0	0	5788	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
MAMOTO7	CPW1:Mamo To Ja	CPW1:Mamo To Ja			0	0	1	0	0	0	5630	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
MENSHE7	CPW1:Men's Health	CPW1:Men's Health			0	0	1	0	0	0	5776	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
METROA7	CPW1:Metrocafe	CPW1:Metrocafe			0	0	1	0	0	0	2202	cpw1atrybut	0	0	0	dane pism	nigdy_archiwum
METROA71	CDTP1:Metrocafe - Poniedziałek	CDTP1:Metrocafe - Poniedziałek			0	0	1	0	0	0	2202	airatrybut	0	0	airatrybut1	dane pism	nigdy_archiwum
METROA72	CDTP1:Metrocafe - Wtorek	CDTP1:Metrocafe - Wtorek			0	0	1	0	0	0	2202	airatrybut	0	0	airatrybut2	dane pism	nigdy_archiwum
METROA73	CDTP1:Metrocafe - Środa	CDTP1:Metrocafe - Środa			0	0	1	0	0	0	2202	airatrybut	0	0	airatrybut3	dane pism	nigdy_archiwum
METROA74	CDTP1:Metrocafe - Czwartek	CDTP1:Metrocafe - Czwartek			0	0	1	0	0	0	2202	airatrybut	0	0	airatrybut4	dane pism	nigdy_archiwum
